,0
0,6.895400865992997
1,6.823622997995699
2,6.842233426999883
3,6.838230562003446
4,6.834708228998352
5,6.8436714360141195
6,6.8114526989957085
7,6.98121073099901
8,6.831277256991598
9,6.835123894998105
10,6.830808120008442
11,6.832278560003033
12,6.839332286996068
13,6.829245572997024
14,6.830752362002386
15,6.8031840570038185
16,6.937464212009218
17,6.850433543993859
18,6.837863610009663
19,6.8392148459970485
20,6.85594015699462
21,6.852712745996541
22,6.844270935995155
23,6.861754288998782
24,6.83249955100473
25,6.844885764003266
26,6.850141646005795
27,6.85462763599935
28,6.832857708999654
29,6.851590833000955
30,6.836968527000863
31,6.839301765998243
32,6.8477281109953765
33,6.881476569993538
34,6.823705538001377
35,6.845963339001173
36,6.845479241994326
37,6.854966679995414
38,6.8655491980025545
39,6.852072526002303
40,6.855353591003222
41,6.843679293000605
42,6.857211902999552
43,6.8526602079946315
44,6.848561837992747
45,6.839825176997692
46,6.846483925997745
47,6.846185907998006
48,6.847311079007341
49,6.8374534100003075
